id_employee,name,surname,cpf,status,role,initial_date,end_date,store_id
798,Eduarda,Pastor,089.641.253-98,não ativo,vendedor,04/02/2001,18/11/2010,RS_80
352,Maria,Andrade,568.309.174-84,ativo,vendedor,06/05/2013,,RS_80
416,Maysa,Moura,369.045.781-57,ativo,gerente,19/12/2021,,RS_80
463,Gustavo,da Conceição,146.935.782-82,ativo,vendedor,28/09/2006,,RS_80
756,Marina,da Cunha,209.687.315-03,ativo,vendedor,01/08/2008,,RS_80
336,Fernando,Barros,471.352.608-80,ativo,vendedor,17/08/2020,,RS_84
44,Maysa,Costa,915.840.362-06,ativo,gerente,16/11/2001,,RS_84
304,Vinícius,Guerra,370.249.856-74,ativo,vendedor,23/07/2017,,RS_84
100,Ana Luiza,Sá,719.325.806-03,ativo,vendedor,18/04/2016,,RS_84
280,Pedro Miguel,Borges,724.369.085-83,ativo,gerente,09/01/2005,,RS_90
390,Joana,Barbosa,719.386.240-50,ativo,vendedor,27/12/2000,,RS_90
856,Lucca,da Rosa,159.830.476-39,ativo,vendedor,25/04/2024,,RS_90
259,Maria Luiza,Silva,237.061.984-87,ativo,vendedor,25/05/2004,,RS_90
532,Stephany,Ramos,629.347.850-92,ativo,vendedor,15/03/2014,,RS_92
870,Gael Henrique,Cavalcanti,921.876.453-55,ativo,vendedor,30/07/2009,,RS_92
261,Maria Flor,Moraes,610.389.742-40,ativo,vendedor,19/01/2004,,RS_92
780,Eloá,Pereira,549.102.376-07,ativo,gerente,28/05/2013,,RS_92
609,Miguel,Albuquerque,861.279.345-91,ativo,vendedor,12/06/2022,,SC_10
73,Maria Helena,Gomes,469.735.081-20,ativo,vendedor,12/01/2022,,SC_10
474,Melissa,da Cunha,598.402.163-33,ativo,gerente,03/02/2002,,SC_10
912,Maria Luiza,Pinto,307.564.892-29,ativo,vendedor,04/10/2000,,SC_10
357,Otto,Sousa,037.512.896-40,ativo,vendedor,28/03/2002,,SC_13
40,Isaac,da Conceição,320.719.856-21,ativo,vendedor,10/01/2005,,SC_13
752,Caroline,Nascimento,480.937.215-41,ativo,gerente,29/11/2005,,SC_13
197,Stephany,Nascimento,632.580.497-00,ativo,vendedor,05/09/2005,,SC_13
789,Juliana,Costa,389.405.172-88,ativo,vendedor,21/01/2001,,SC_18
293,João Felipe,Azevedo,740.928.356-47,ativo,vendedor,02/02/2000,,SC_18
50,Melissa,da Mata,195.462.807-20,ativo,vendedor,27/12/2014,,SC_18
508,Gustavo,Câmara,957.431.682-37,não ativo,vendedor,09/01/2006,06/01/2007,SC_18
860,Otávio,Porto,328.619.405-06,ativo,gerente,23/02/2018,,SC_18
311,Stella,da Cruz,738.690.125-95,não ativo,vendedor,11/08/2001,01/10/2020,SC_23
785,Pietra,da Cruz,584.017.629-01,ativo,vendedor,15/10/2021,,SC_23
81,Hadassa,Brito,068.971.235-95,não ativo,vendedor,28/03/2018,04/06/2023,SC_23
884,Alexia,Martins,241.685.903-05,não ativo,vendedor,18/10/2006,21/03/2014,SC_23
356,Liam,Vargas,401.659.238-06,ativo,gerente,09/03/2020,,SC_23
90,Stella,Vargas,354.728.901-79,ativo,vendedor,08/11/2010,,SC_23
237,Léo,Fonseca,613.502.947-99,ativo,vendedor,09/05/2022,,SC_23
118,Hadassa,Caldeira,631.794.580-20,não ativo,vendedor,13/10/2022,20/08/2023,SC_25
690,Isabelly,Silveira,829.517.604-85,ativo,gerente,03/06/2008,,SC_25
152,Camila,Fernandes,457.813.620-53,ativo,vendedor,26/05/2017,,SC_25
278,João Pedro,Macedo,317.548.260-08,ativo,vendedor,12/04/2021,,SC_25
792,Maria Eduarda,Moraes,248.516.937-37,não ativo,vendedor,18/07/2005,05/06/2024,SC_25
452,Bento,Gonçalves,870.952.361-86,ativo,vendedor,28/03/2003,,SC_25
918,Alana,Moura,571.829.604-94,ativo,vendedor,20/08/2013,,SC_30
701,Clara,Guerra,097.135.624-61,ativo,vendedor,15/10/2006,,SC_30
125,Ísis,Guerra,791.428.506-49,ativo,gerente,26/05/2019,,SC_30
240,Júlia,Marques,602.417.359-80,ativo,vendedor,19/10/2019,,SC_30
462,Mateus,Azevedo,054.896.123-98,ativo,vendedor,14/04/2023,,SC_39
310,Olívia,da Luz,390.651.824-89,ativo,vendedor,14/09/2005,,SC_39
573,José Miguel,Mendes,428.739.516-64,ativo,vendedor,18/04/2004,,SC_39
60,Anthony,Barbosa,892.307.641-40,ativo,gerente,23/01/2019,,SC_39
638,Diego,Novais,216.534.708-44,não ativo,vendedor,28/01/2006,09/07/2017,SC_46
919,Olívia,Gomes,791.354.086-93,ativo,gerente,03/07/2018,,SC_46
86,Nina,Martins,812.490.376-03,ativo,vendedor,05/12/2010,,SC_46
203,Gustavo,Lopes,132.098.465-70,ativo,vendedor,31/01/2022,,SC_46
470,Lorenzo,da Paz,290.675.138-30,ativo,vendedor,18/02/2024,,SC_46
624,Manuella,Vieira,510.764.329-99,ativo,vendedor,27/04/2019,,SC_47
801,Ana Julia,Rodrigues,816.742.039-69,ativo,vendedor,24/07/2007,,SC_47
338,Maria Alice,Moreira,428.039.576-47,ativo,vendedor,17/09/2001,,SC_47
783,Valentina,Cavalcante,524.897.361-91,ativo,gerente,17/02/2010,,SC_47
328,Marina,Leão,196.735.082-59,ativo,vendedor,22/10/2017,,SC_49
415,Emanuella,Cassiano,385.217.964-55,ativo,vendedor,02/09/2000,,SC_49
981,Valentim,da Rosa,245.301.689-05,ativo,vendedor,02/05/2017,,SC_49
818,Larissa,Nunes,523.976.840-47,ativo,gerente,23/02/2024,,SC_49
35,Bernardo,da Conceição,593.842.670-74,ativo,vendedor,03/08/2019,,SC_6
815,Nina,Aparecida,734.809.652-29,ativo,gerente,28/10/2024,,SC_6
600,Antony,da Paz,182.903.765-02,não ativo,vendedor,04/06/2006,16/06/2018,SC_6
761,Maria,Nascimento,431.506.928-06,ativo,vendedor,22/05/2007,,SC_6
10,Rhavi,Pereira,068.739.524-00,ativo,vendedor,02/05/2015,,SC_6
173,Valentina,Cardoso,346.219.870-03,não ativo,vendedor,11/08/2018,19/03/2024,SC_69
298,Ana Laura,Souza,867.345.092-65,ativo,vendedor,30/12/2021,,SC_69
213,Agatha,Porto,013.789.564-00,ativo,vendedor,13/04/2018,,SC_69
988,Marcela,Cirino,382.490.175-79,ativo,vendedor,13/11/2013,,SC_69
651,Isadora,Moreira,536.192.804-60,ativo,gerente,20/10/2013,,SC_69
262,Laís,Novaes,863.915.470-84,ativo,gerente,22/05/2010,,SC_80
737,Marcela,Monteiro,274.601.593-52,ativo,vendedor,04/04/2006,,SC_80
139,Rafaela,da Rosa,410.368.795-93,ativo,vendedor,20/11/2014,,SC_80
24,Laura,Ramos,126.580.349-89,ativo,vendedor,27/08/2006,,SC_80
822,Laura,Moura,851.347.962-46,ativo,vendedor,02/04/2022,,SC_83
967,Isabel,Aparecida,613.024.589-06,ativo,vendedor,20/01/2024,,SC_83
552,Maria Alice,Pires,792.351.806-86,ativo,gerente,17/05/2006,,SC_83
401,Danilo,Almeida,586.027.194-85,ativo,vendedor,17/11/2002,,SC_83
698,Antonella,Azevedo,125.968.470-94,ativo,vendedor,15/12/2002,,SC_91
4,João,Macedo,096.437.582-65,ativo,vendedor,08/02/2007,,SC_91
579,Kevin,Andrade,570.413.892-60,ativo,vendedor,14/08/2014,,SC_91
386,Sophia,Ribeiro,703.486.159-57,ativo,gerente,01/12/2001,,SC_91
306,Isis,Mendonça,248.975.063-10,não ativo,vendedor,14/10/2017,02/04/2020,SP Capital Centro_10
994,Lara,Vargas,892.756.013-21,ativo,vendedor,14/12/2020,,SP Capital Centro_10
714,Brayan,Montenegro,163.548.792-73,ativo,vendedor,26/05/2023,,SP Capital Centro_10
656,Diego,Vieira,601.934.275-16,ativo,vendedor,04/11/2023,,SP Capital Centro_10
861,Caleb,Ferreira,756.138.940-00,ativo,gerente,06/08/2011,,SP Capital Centro_10
192,Gael Henrique,Fernandes,162.038.479-50,ativo,vendedor,04/10/2006,,SP Capital Centro_11
371,Ágatha,Souza,021.389.764-40,ativo,vendedor,11/06/2022,,SP Capital Centro_11
956,Bryan,Sampaio,294.516.830-89,ativo,gerente,02/09/2013,,SP Capital Centro_11
793,Brenda,Macedo,028.176.453-08,ativo,vendedor,14/03/2008,,SP Capital Centro_11
975,Isis,Pereira,769.512.408-76,ativo,vendedor,16/01/2007,,SP Capital Centro_2
848,João Vitor,Fogaça,146.895.370-20,ativo,vendedor,11/01/2007,,SP Capital Centro_2
546,Luiz Gustavo,Rios,695.180.342-06,ativo,gerente,09/02/2018,,SP Capital Centro_2
527,Cecilia,Fonseca,506.738.241-44,ativo,vendedor,21/11/2006,,SP Capital Centro_2
684,Ana Cecília,Nascimento,013.942.678-78,ativo,gerente,26/07/2010,,SP Capital Centro_38
779,Ana,Teixeira,134.958.760-57,ativo,vendedor,08/06/2018,,SP Capital Centro_38
451,Levi,Souza,251.098.736-40,ativo,vendedor,11/10/2011,,SP Capital Centro_38
355,José Miguel,Pacheco,357.086.421-90,ativo,vendedor,22/03/2022,,SP Capital Centro_38
687,João,das Neves,684.017.235-07,ativo,gerente,08/03/2002,,SP Capital Centro_41
878,Gabriel,Correia,564.713.092-52,ativo,vendedor,17/12/2016,,SP Capital Centro_41
969,Daniela,da Luz,613.290.485-98,ativo,vendedor,05/07/2023,,SP Capital Centro_41
175,Matheus,Peixoto,405.179.326-52,ativo,vendedor,27/09/2024,,SP Capital Centro_41
184,Thomas,Silveira,302.459.176-16,ativo,vendedor,09/03/2023,,SP Capital Centro_47
181,Lara,Fonseca,726.908.143-31,ativo,vendedor,13/11/2009,,SP Capital Centro_47
431,Rhavi,Vasconcelos,817.325.694-28,ativo,gerente,08/02/2011,,SP Capital Centro_47
935,Caio,Rezende,124.859.603-05,não ativo,vendedor,22/11/2008,07/02/2023,SP Capital Centro_47
13,Pedro,Silva,190.832.467-87,ativo,vendedor,15/01/2014,,SP Capital Centro_47
917,Luana,Rocha,246.310.978-50,ativo,vendedor,23/09/2020,,SP Capital Centro_48
842,Beatriz,Sampaio,106.582.493-98,ativo,vendedor,21/12/2013,,SP Capital Centro_48
257,Juliana,Nunes,876.541.209-58,ativo,gerente,15/05/2008,,SP Capital Centro_48
530,Enzo,Guerra,053.768.492-10,ativo,vendedor,06/01/2003,,SP Capital Centro_48
866,Olivia,Dias,710.864.539-48,não ativo,vendedor,17/12/2016,03/07/2022,SP Capital Centro_48
391,Agatha,Sá,495.071.863-01,não ativo,vendedor,09/09/2015,29/11/2021,SP Capital Centro_48
373,Ísis,da Luz,403.269.178-96,ativo,vendedor,16/01/2011,,SP Capital Centro_53
569,Rodrigo,Siqueira,023.495.786-74,ativo,vendedor,30/12/2019,,SP Capital Centro_53
915,Ryan,Oliveira,385.046.921-24,ativo,vendedor,03/11/2024,,SP Capital Centro_53
15,Cecilia,Rocha,365.019.274-80,ativo,gerente,26/05/2008,,SP Capital Centro_53
514,Clarice,Silveira,897.546.120-30,não ativo,vendedor,25/06/2003,06/09/2006,SP Capital Centro_53
361,Eduardo,da Costa,632.978.105-21,ativo,vendedor,13/02/2021,,SP Capital Centro_58
610,Luna,Viana,650.793.142-06,ativo,gerente,18/11/2002,,SP Capital Centro_58
63,Miguel,Garcia,028.935.674-10,ativo,vendedor,16/06/2000,,SP Capital Centro_58
87,Maria Laura,Rodrigues,079.385.421-05,ativo,vendedor,02/02/2024,,SP Capital Centro_58
107,Liam,Novaes,682.149.735-46,ativo,vendedor,16/02/2017,,SP Capital Centro_60
337,Danilo,Correia,928.036.147-31,ativo,vendedor,04/05/2001,,SP Capital Centro_60
951,José Pedro,Moreira,651.047.382-80,ativo,vendedor,28/06/2002,,SP Capital Centro_60
526,Leonardo,Pinto,348.170.629-40,ativo,gerente,26/12/2020,,SP Capital Centro_60
636,Natália,Casa Grande,876.590.314-57,ativo,vendedor,30/03/2001,,SP Capital Centro_69
349,Kevin,da Mata,986.471.320-50,ativo,vendedor,13/07/2004,,SP Capital Centro_69
640,Luna,Freitas,712.685.309-21,ativo,vendedor,01/12/2008,,SP Capital Centro_69
827,Marcos Vinicius,Gomes,614.503.782-26,ativo,gerente,10/04/2003,,SP Capital Centro_69
553,Valentim,da Mota,657.402.193-61,não ativo,vendedor,08/06/2016,16/06/2021,SP Capital Centro_69
949,Yan,Barbosa,738.546.291-09,ativo,vendedor,31/05/2020,,SP Capital Centro_77
140,Murilo,Fogaça,420.536.978-65,ativo,vendedor,20/05/2024,,SP Capital Centro_77
931,Manuela,Vieira,329.541.807-14,ativo,vendedor,23/04/2000,,SP Capital Centro_77
568,Antonella,Carvalho,706.943.251-80,ativo,gerente,04/01/2010,,SP Capital Centro_77
342,Otávio,Teixeira,038.169.254-05,ativo,vendedor,16/02/2019,,SP Capital Centro_80
694,Ana Sophia,Caldeira,809.375.162-95,não ativo,vendedor,06/08/2021,29/08/2024,SP Capital Centro_80
616,Agatha,Aragão,650.392.874-29,ativo,vendedor,29/07/2019,,SP Capital Centro_80
772,Maria Eduarda,Cunha,986.437.125-82,ativo,vendedor,09/07/2019,,SP Capital Centro_80
21,Antonella,Cavalcante,681.240.957-01,ativo,gerente,08/07/2021,,SP Capital Centro_80
132,Sarah,Santos,513.746.902-52,ativo,gerente,18/05/2023,,SP Capital Centro_87
469,José Pedro,Araújo,089.415.327-79,ativo,vendedor,12/09/2017,,SP Capital Centro_87
791,Otto,Moura,243.587.109-05,ativo,vendedor,08/08/2014,,SP Capital Centro_87
515,Yasmin,da Rosa,907.158.436-48,ativo,vendedor,07/12/2011,,SP Capital Centro_87
45,Heitor,Teixeira,907.418.635-10,ativo,vendedor,12/04/2016,,SP Capital Centro_90
324,Lavínia,Silva,265.018.379-95,ativo,gerente,09/10/2001,,SP Capital Centro_90
872,Vinícius,Barbosa,493.605.712-61,ativo,vendedor,10/10/2012,,SP Capital Centro_90
379,João Vitor,Rios,519.063.478-75,ativo,vendedor,12/01/2004,,SP Capital Centro_90
724,Ayla,Montenegro,295.843.670-56,ativo,gerente,19/08/2009,,SP Capital Centro_92
541,Antony,Barros,761.350.892-77,ativo,vendedor,30/04/2006,,SP Capital Centro_92
587,Leonardo,Lopes,619.053.427-99,ativo,vendedor,07/11/2013,,SP Capital Centro_92
106,Emanuelly,Cassiano,236.875.194-73,ativo,vendedor,13/05/2016,,SP Capital Centro_92
164,Elisa,da Mota,742.369.058-92,ativo,gerente,16/10/2001,,SP Capital Centro_93
713,Luiz Otávio,da Mota,319.260.785-86,ativo,vendedor,19/03/2006,,SP Capital Centro_93
607,Lucas Gabriel,da Mata,215.608.749-02,ativo,vendedor,19/02/2014,,SP Capital Centro_93
207,Maria Clara,Viana,650.237.984-29,ativo,vendedor,24/07/2019,,SP Capital Centro_93
864,Ana Júlia,Vieira,658.147.329-46,ativo,gerente,17/11/2022,,SP Capital Centro_96
670,Eloah,Vieira,309.276.451-06,ativo,vendedor,11/04/2002,,SP Capital Centro_96
399,Diogo,Pires,823.910.574-23,ativo,vendedor,30/08/2006,,SP Capital Centro_96
813,Bianca,Nascimento,917.246.058-01,ativo,vendedor,11/08/2010,,SP Capital Centro_96
545,Camila,da Luz,789.235.406-92,ativo,vendedor,19/09/2014,,SP Capital Centro_97
243,Julia,Siqueira,208.691.347-87,ativo,vendedor,04/04/2003,,SP Capital Centro_97
453,Ana Lívia,da Rocha,475.028.613-35,ativo,gerente,13/06/2023,,SP Capital Centro_97
269,Henrique,da Rocha,391.485.720-04,ativo,vendedor,09/03/2002,,SP Capital Centro_97
58,Luan,Souza,910.843.526-05,ativo,vendedor,04/02/2008,,SP Capital Centro_99
673,Luiz Miguel,Machado,192.653.478-64,ativo,vendedor,29/11/2008,,SP Capital Centro_99
889,Laís,Albuquerque,302.769.158-95,ativo,gerente,05/02/2002,,SP Capital Centro_99
907,Manuela,Guerra,625.391.704-80,ativo,vendedor,11/01/2012,,SP Capital Centro_99
510,Jade,Pereira,041.759.382-14,ativo,gerente,24/10/2023,,SP Capital Leste/Oeste_10
738,Valentim,da Costa,618.057.932-68,ativo,vendedor,13/06/2019,,SP Capital Leste/Oeste_10
78,Gustavo,Mendes,083.247.196-87,ativo,vendedor,27/02/2005,,SP Capital Leste/Oeste_10
289,Maria Luiza,das Neves,630.795.214-80,ativo,vendedor,14/07/2024,,SP Capital Leste/Oeste_10
388,Davi Luiz,Casa Grande,097.468.152-02,ativo,vendedor,18/01/2012,,SP Capital Leste/Oeste_100
312,Vitor Gabriel,da Rosa,380.142.695-51,ativo,vendedor,31/01/2002,,SP Capital Leste/Oeste_100
7,Rodrigo,da Mata,930.586.412-06,ativo,vendedor,27/03/2008,,SP Capital Leste/Oeste_100
974,Laís,Fogaça,742.160.589-49,ativo,gerente,02/07/2001,,SP Capital Leste/Oeste_100
493,Mariane,Dias,326.489.157-37,ativo,vendedor,17/02/2008,,SP Capital Leste/Oeste_11
101,Brenda,da Luz,763.850.492-56,ativo,vendedor,03/12/2009,,SP Capital Leste/Oeste_11
48,Dante,Sales,546.312.987-82,ativo,gerente,28/06/2018,,SP Capital Leste/Oeste_11
122,Mathias,Alves,635.149.280-70,ativo,vendedor,01/05/2009,,SP Capital Leste/Oeste_11
407,Emanuelly,Fonseca,835.107.492-60,ativo,vendedor,19/03/2024,,SP Capital Leste/Oeste_14
897,Hadassa,Sampaio,085.462.179-20,ativo,vendedor,17/09/2000,,SP Capital Leste/Oeste_14
852,Enzo,Oliveira,052.437.198-97,ativo,vendedor,24/04/2001,,SP Capital Leste/Oeste_14
260,Ana Julia,Sampaio,247.506.981-30,ativo,gerente,30/05/2022,,SP Capital Leste/Oeste_14
477,Luiz Felipe,Gomes,820.975.463-74,não ativo,vendedor,11/10/2004,08/04/2016,SP Capital Leste/Oeste_18
702,Arthur Miguel,Cavalcante,504.681.793-48,ativo,vendedor,25/03/2020,,SP Capital Leste/Oeste_18
245,Noah,da Rocha,359.068.741-00,não ativo,vendedor,09/08/2014,07/06/2024,SP Capital Leste/Oeste_18
572,Bruno,Marques,439.701.562-70,ativo,gerente,27/03/2005,,SP Capital Leste/Oeste_18
204,Otto,da Mota,830.652.194-33,ativo,vendedor,17/04/2002,,SP Capital Leste/Oeste_18
299,Marcos Vinicius,Souza,723.901.845-88,ativo,vendedor,04/06/2024,,SP Capital Leste/Oeste_18
165,Ryan,Marques,413.720.965-07,ativo,vendedor,17/10/2014,,SP Capital Leste/Oeste_2
787,Ravi,Santos,482.017.395-23,ativo,vendedor,14/09/2021,,SP Capital Leste/Oeste_2
62,André,Vasconcelos,850.496.312-89,ativo,gerente,16/02/2005,,SP Capital Leste/Oeste_2
653,Ravi,Freitas,631.097.254-52,ativo,vendedor,16/03/2002,,SP Capital Leste/Oeste_2
330,Agatha,Ribeiro,540.398.127-60,ativo,gerente,03/06/2021,,SP Capital Leste/Oeste_23
413,Fernanda,Leão,937.652.014-99,não ativo,vendedor,25/08/2015,17/09/2017,SP Capital Leste/Oeste_23
716,Ester,Montenegro,296.375.108-77,ativo,vendedor,22/04/2006,,SP Capital Leste/Oeste_23
599,Paulo,Silveira,147.039.268-22,ativo,vendedor,17/12/2018,,SP Capital Leste/Oeste_23
753,Mariah,Pimenta,201.859.746-94,ativo,vendedor,17/01/2017,,SP Capital Leste/Oeste_23
108,Emilly,Vasconcelos,421.365.087-17,ativo,vendedor,02/10/2023,,SP Capital Leste/Oeste_25
984,Natália,da Cruz,061.783.592-68,ativo,vendedor,21/11/2012,,SP Capital Leste/Oeste_25
327,Marina,Cirino,753.192.084-05,ativo,vendedor,04/06/2010,,SP Capital Leste/Oeste_25
589,Igor,Barbosa,597.248.061-11,ativo,gerente,03/03/2022,,SP Capital Leste/Oeste_25
942,Bianca,Jesus,304.761.895-00,ativo,gerente,11/03/2000,,SP Capital Leste/Oeste_34
751,Theo,Teixeira,624.079.358-29,ativo,vendedor,19/11/2017,,SP Capital Leste/Oeste_34
385,Lívia,Andrade,216.930.578-59,ativo,vendedor,05/04/2001,,SP Capital Leste/Oeste_34
905,Maria Sophia,Novais,463.820.175-07,ativo,vendedor,07/01/2013,,SP Capital Leste/Oeste_34
414,Maria Fernanda,Garcia,924.751.306-52,ativo,gerente,12/06/2016,,SP Capital Leste/Oeste_37
776,Pedro Henrique,Ramos,349.057.812-05,ativo,vendedor,09/01/2012,,SP Capital Leste/Oeste_37
937,Raul,Sales,764.158.320-26,ativo,vendedor,19/12/2020,,SP Capital Leste/Oeste_37
471,Maria Fernanda,da Mata,143.269.507-06,ativo,vendedor,18/12/2005,,SP Capital Leste/Oeste_37
699,Isabelly,Melo,791.430.586-39,não ativo,vendedor,03/03/2005,13/10/2018,SP Capital Leste/Oeste_37
89,Sabrina,Fonseca,475.320.689-00,ativo,vendedor,30/11/2019,,SP Capital Leste/Oeste_39
335,Daniela,Peixoto,625.790.831-03,ativo,vendedor,04/12/2009,,SP Capital Leste/Oeste_39
156,Yan,Ferreira,768.450.139-93,não ativo,vendedor,28/05/2024,06/10/2024,SP Capital Leste/Oeste_39
518,Benjamin,das Neves,964.850.137-84,ativo,gerente,07/08/2004,,SP Capital Leste/Oeste_39
368,Mirella,Sales,876.450.129-94,não ativo,vendedor,30/11/2022,18/03/2024,SP Capital Leste/Oeste_39
977,Luana,Sales,136.207.498-50,ativo,vendedor,12/07/2021,,SP Capital Leste/Oeste_39
488,Luigi,Jesus,623.479.508-00,ativo,vendedor,11/12/2019,,SP Capital Leste/Oeste_48
908,Matteo,Pimenta,098.754.132-32,ativo,gerente,18/11/2002,,SP Capital Leste/Oeste_48
128,Kamilly,Ribeiro,945.237.618-09,ativo,vendedor,25/04/2006,,SP Capital Leste/Oeste_48
434,Arthur,Novais,985.426.730-00,ativo,vendedor,19/07/2018,,SP Capital Leste/Oeste_48
252,Ravi,Costa,386.247.190-03,ativo,vendedor,01/02/2024,,SP Capital Leste/Oeste_5
425,Calebe,da Mota,052.438.176-35,ativo,vendedor,22/03/2001,,SP Capital Leste/Oeste_5
926,Gabriel,Alves,748.135.620-35,ativo,vendedor,09/06/2008,,SP Capital Leste/Oeste_5
485,Larissa,da Paz,615.429.307-07,ativo,gerente,05/09/2014,,SP Capital Leste/Oeste_5
796,Felipe,Oliveira,598.703.216-40,ativo,vendedor,12/12/2009,,SP Capital Leste/Oeste_53
115,Melissa,da Cruz,764.502.183-71,ativo,vendedor,05/10/2007,,SP Capital Leste/Oeste_53
696,Cecília,Moura,316.895.247-82,ativo,vendedor,02/06/2014,,SP Capital Leste/Oeste_53
750,Enzo Gabriel,Mendes,032.914.678-50,ativo,gerente,07/11/2022,,SP Capital Leste/Oeste_53
5,Davi,Pires,216.450.983-89,ativo,vendedor,15/01/2014,,SP Capital Leste/Oeste_54
800,Emilly,da Conceição,289.760.315-12,ativo,vendedor,07/05/2008,,SP Capital Leste/Oeste_54
88,Pedro,das Neves,635.048.197-66,ativo,vendedor,17/12/2008,,SP Capital Leste/Oeste_54
529,Oliver,Ribeiro,023.651.874-71,ativo,gerente,16/04/2016,,SP Capital Leste/Oeste_54
233,Paulo,Barros,938.501.647-48,não ativo,vendedor,18/07/2003,22/05/2007,SP Capital Leste/Oeste_56
79,Luara,Duarte,842.305.917-05,não ativo,vendedor,18/06/2002,16/10/2011,SP Capital Leste/Oeste_56
68,Isabela,Fonseca,148.902.736-03,ativo,gerente,01/03/2002,,SP Capital Leste/Oeste_56
412,Levi,Pires,524.031.789-50,ativo,vendedor,22/08/2004,,SP Capital Leste/Oeste_56
747,Fernanda,Macedo,380.214.569-06,ativo,vendedor,07/03/2008,,SP Capital Leste/Oeste_56
113,Aylla,Macedo,523.768.419-09,ativo,vendedor,19/04/2022,,SP Capital Leste/Oeste_56
210,Otto,Pacheco,853.641.920-24,ativo,vendedor,16/08/2015,,SP Capital Leste/Oeste_58
303,Maria Isis,Carvalho,837.694.215-82,ativo,vendedor,20/08/2001,,SP Capital Leste/Oeste_58
831,Marcelo,Borges,750.923.641-06,ativo,vendedor,27/04/2016,,SP Capital Leste/Oeste_58
961,Rael,Santos,049.273.156-06,não ativo,vendedor,08/08/2011,31/12/2018,SP Capital Leste/Oeste_58
909,Maria Alice,Pacheco,728.409.631-40,ativo,gerente,21/02/2002,,SP Capital Leste/Oeste_58
978,Vicente,Gonçalves,419.630.582-24,ativo,vendedor,05/10/2018,,SP Capital Leste/Oeste_66
33,Theo,da Cruz,157.863.042-80,não ativo,vendedor,09/04/2014,19/06/2024,SP Capital Leste/Oeste_66
8,Alexandre,Azevedo,018.436.257-17,ativo,vendedor,25/01/2000,,SP Capital Leste/Oeste_66
946,Bella,Lopes,714.620.358-17,ativo,vendedor,22/09/2011,,SP Capital Leste/Oeste_66
865,Francisco,Fonseca,874.231.690-13,ativo,gerente,18/04/2016,,SP Capital Leste/Oeste_66
982,Raquel,Camargo,508.246.391-89,não ativo,vendedor,11/08/2010,09/09/2010,SP Capital Leste/Oeste_66
171,Enzo Gabriel,Guerra,459.673.018-01,ativo,gerente,23/08/2015,,SP Capital Leste/Oeste_69
319,Levi,Costela,270.961.583-59,ativo,vendedor,14/10/2014,,SP Capital Leste/Oeste_69
686,Liam,Cavalcanti,835.170.496-20,ativo,vendedor,15/07/2018,,SP Capital Leste/Oeste_69
664,João Pedro,Ramos,580.627.419-58,não ativo,vendedor,14/11/2006,13/04/2020,SP Capital Leste/Oeste_69
446,Thomas,Ramos,089.427.156-30,ativo,vendedor,04/09/2001,,SP Capital Leste/Oeste_69
126,Otto,Camargo,198.253.407-97,ativo,vendedor,09/06/2009,,SP Capital Leste/Oeste_79
666,Maitê,Araújo,081.342.576-07,ativo,vendedor,21/10/2004,,SP Capital Leste/Oeste_79
903,Alana,Marques,874.963.125-09,ativo,vendedor,25/05/2005,,SP Capital Leste/Oeste_79
706,Ana Clara,Cunha,278.394.605-00,ativo,gerente,23/06/2007,,SP Capital Leste/Oeste_79
930,Vinicius,Brito,023.156.749-99,ativo,gerente,15/04/2022,,SP Capital Leste/Oeste_8
502,Zoe,Oliveira,458.960.732-83,não ativo,vendedor,11/11/2006,02/04/2023,SP Capital Leste/Oeste_8
528,Heloísa,da Costa,491.837.260-04,ativo,vendedor,21/04/2002,,SP Capital Leste/Oeste_8
892,Noah,Andrade,827.530.416-44,ativo,vendedor,31/03/2009,,SP Capital Leste/Oeste_8
580,Otto,Montenegro,327.805.649-38,ativo,vendedor,15/04/2002,,SP Capital Leste/Oeste_8
137,Theodoro,Freitas,764.215.839-46,ativo,vendedor,30/12/2016,,SP Capital Leste/Oeste_82
383,Heloísa,Nascimento,431.076.892-03,ativo,gerente,27/02/2007,,SP Capital Leste/Oeste_82
168,Pedro,Ramos,504.817.296-58,não ativo,vendedor,24/11/2017,22/09/2018,SP Capital Leste/Oeste_82
729,Heloisa,Nascimento,425.678.319-91,ativo,vendedor,12/02/2012,,SP Capital Leste/Oeste_82
936,Luísa,Novaes,897.463.052-47,ativo,vendedor,15/10/2021,,SP Capital Leste/Oeste_82
925,Eduardo,Guerra,045.237.968-74,ativo,vendedor,27/03/2002,,SP Capital Leste/Oeste_85
774,Alícia,Pinto,810.527.346-26,ativo,vendedor,19/05/2002,,SP Capital Leste/Oeste_85
820,Gael Henrique,Novaes,865.701.249-94,ativo,vendedor,27/03/2014,,SP Capital Leste/Oeste_85
440,Marcelo,Pastor,642.903.815-70,ativo,gerente,23/11/2010,,SP Capital Leste/Oeste_85
255,Alexandre,Peixoto,698.243.501-60,não ativo,vendedor,05/03/2020,03/12/2022,SP Capital Leste/Oeste_85
525,Fernando,da Paz,408.627.935-56,não ativo,vendedor,27/09/2018,04/12/2023,SP Capital Leste/Oeste_89
347,Francisco,Dias,378.201.596-77,ativo,vendedor,28/03/2019,,SP Capital Leste/Oeste_89
